food_id,food_name_english,food_name_luganda,food_category,edible_portion_percent,energy_kcal_per_100g,protein_g_per_100g,fat_g_per_100g,carbohydrate_g_per_100g,fiber_g_per_100g,calcium_mg_per_100g,iron_mg_per_100g,zinc_mg_per_100g,vitamin_a_mcg_per_100g,vitamin_d_mcg_per_100g,vitamin_b12_mcg_per_100g,folate_mcg_per_100g,vitamin_c_mg_per_100g,omega3_g_per_100g,sodium_mg_per_100g,potassium_mg_per_100g,data_source,notes,preparation_state,seasonality,avg_market_price_ugx_per_kg,availability_score,region,data_collection_date,dataset_version
UG2085,Sesame seeds,Sesame,Fats,86,583.7,0.0,45.24,15.04,0.0,79.8,2.64,0.0,0.0,0.0,0.0,24.5,0.0,0.743,4.7,488.1,HarvestPlus 2012,No additional notes for fats category,roasted,Harvest season,1687,0.36,Northern,2021-06-02,v1.0-simulated-2025-11-12
UG2086,Passion fruit,Passion,Fruits,82,62.4,0.88,0.62,18.68,2.75,23.1,0.13,0.09,0.0,0.0,0.0,6.9,5.0,0.068,0.0,557.5,HarvestPlus 2012,No additional notes for fruits category,sun-dried,Dry season,1690,0.84,Central,2019-07-09,v1.0-simulated-2025-11-12
UG2087,Beans (roasted),Ebijanjaalo,Proteins,75,102.9,8.0,7.44,14.33,0.0,156.9,13.78,2.04,0.0,1.44,2.03,1.0,0.8,0.365,44.1,321.1,UBOS market survey,No additional notes for proteins category,roasted,Harvest season,2508,0.79,Western,2019-06-02,v1.0-simulated-2025-11-12
UG2088,Beans,Ebijanjaalo,Proteins,88,193.8,8.96,15.37,0.0,0.0,361.9,0.5,3.96,19.1,7.1,0.87,24.4,0.7,0.0,3.4,150.0,HarvestPlus 2012,No additional notes for proteins category,sun-dried,Year-round,1538,0.15,National,2017-02-09,v1.0-simulated-2025-11-12
UG2089,Cassava,Kasava,Staples,83,91.9,2.92,1.31,35.54,3.25,16.9,2.57,0.2,55.1,0.0,0.0,13.9,6.2,0.0,2.8,369.4,HarvestPlus 2012,No additional notes for staples category,sun-dried,Harvest season,2681,0.67,National,2018-07-28,v1.0-simulated-2025-11-12
UG2090,Groundnut paste,Ebyensosso (groundnut paste),Fats,88,592.0,0.0,51.98,24.58,0.0,40.6,0.0,3.52,52.1,0.0,0.0,15.7,0.0,0.0,9.4,500.2,Estimated,Estimated value; requires verification from lab/FCT,smoked,Dry season,2270,0.66,Northern,2020-10-20,v1.0-simulated-2025-11-12
UG2091,Banana (ripe),Muzukulu,Fruits,61,103.0,2.06,0.0,22.18,0.5,2.0,0.54,0.03,61.8,0.0,0.0,51.0,19.6,0.069,2.6,541.2,FAO/INFOODS,No additional notes for fruits category,roasted,Dry season,2954,0.89,Central,2023-10-29,v1.0-simulated-2025-11-12
UG2092,Sukuma wiki (collard greens) (dried),Sukuma wiki,Vegetables,91,34.7,3.88,0.67,3.53,2.54,39.2,2.62,0.09,151.0,0.0,0.0,39.5,37.8,0.061,0.0,200.0,Estimated,Estimated value; requires verification from lab/FCT,dried,Year-round,1618,0.51,Northern,2019-06-02,v1.0-simulated-2025-11-12
UG2093,Sorghum,Sorghum,Staples,77,103.7,5.42,0.0,10.0,4.16,15.5,1.3,0.6,22.5,0.0,0.0,43.7,13.9,0.028,0.0,328.5,Estimated,Estimated value; requires verification from lab/FCT,raw,Year-round,4534,0.44,Eastern,2022-04-01,v1.0-simulated-2025-11-12
UG2094,Mukene (small dried fish) (boiled),Mukene,Proteins,100,305.0,62.5,5.2,0.0,0.0,2200.0,18.5,4.8,45.0,22.0,8.5,12.0,0.0,1.2,320.0,340.0,FAO INFOODS/HarvestPlus,"Sun-dried, eaten whole with bones",boiled,Dry season,335,0.65,National,2020-09-24,v1.0-simulated-2025-11-12
UG2095,Nakati (eggplant),Nakati,Vegetables,99,66.3,1.23,0.0,8.47,3.69,99.4,2.95,0.57,619.6,0.0,0.0,5.0,5.0,0.0,0.0,635.3,UBOS market survey,No additional notes for vegetables category,roasted,Rainy season,2833,0.55,Eastern,2017-03-12,v1.0-simulated-2025-11-12
UG2096,Sweet potato,Emikajjo (sweet potato),Staples,84,54.6,3.35,2.56,33.93,3.66,22.4,0.9,0.58,110.5,0.0,0.0,35.2,4.7,0.103,12.9,218.0,FAO/INFOODS,No additional notes for staples category,raw,Year-round,1571,0.73,National,2019-02-11,v1.0-simulated-2025-11-12
UG2097,Groundnut paste,Ebyensosso (groundnut paste),Fats,88,604.3,13.07,41.25,18.73,0.0,5.5,1.11,0.0,20.1,0.0,0.0,7.9,0.0,0.243,8.5,439.7,FAO/INFOODS,No additional notes for fats category,sun-dried,Dry season,891,0.96,Central,2022-03-11,v1.0-simulated-2025-11-12
UG2098,Pawpaw (papaya) (fried),Pawpaw,Fruits,83,69.1,1.7,0.46,22.01,1.86,2.0,0.34,0.43,7.1,0.0,0.0,5.0,46.7,0.03,0.0,303.4,FAO/INFOODS,No additional notes for fruits category,fried,Rainy season,2009,0.69,Western,2024-01-13,v1.0-simulated-2025-11-12
UG2099,Mukene (small dried fish) (boiled),Mukene,Proteins,100,305.0,62.5,5.2,0.0,0.0,2200.0,18.5,4.8,45.0,22.0,8.5,12.0,0.0,1.2,320.0,340.0,FAO INFOODS/HarvestPlus,"Sun-dried, eaten whole with bones",boiled,Rainy season,2481,0.83,Western,2025-07-23,v1.0-simulated-2025-11-12
UG2100,Millet,Oburo (millet),Staples,70,89.4,3.83,0.71,23.94,1.79,17.4,0.08,0.36,0.0,0.0,0.0,13.8,9.2,0.075,6.7,464.1,HarvestPlus 2012,No additional notes for staples category,smoked,Harvest season,3896,0.45,Central,2020-11-19,v1.0-simulated-2025-11-12
UG2101,Banana (ripe) (boiled),Muzukulu,Fruits,79,47.4,0.75,0.0,11.17,2.25,2.0,0.0,0.47,0.0,0.0,0.0,43.9,6.5,0.0,7.9,699.1,Estimated,Estimated value; requires verification from lab/FCT,boiled,Year-round,3639,0.62,Northern,2020-12-11,v1.0-simulated-2025-11-12
UG2102,Groundnuts (dried),Ebijanjaalo (groundnuts),Proteins,97,208.1,23.5,0.5,0.0,0.0,5.0,0.5,1.44,0.0,7.07,0.01,46.0,0.0,0.738,0.0,693.1,HarvestPlus 2012,No additional notes for proteins category,dried,Year-round,3122,0.65,Eastern,2020-03-07,v1.0-simulated-2025-11-12
UG2103,Sunflower oil,Sunflower oil,Fats,100,524.3,0.0,31.79,18.75,0.0,2.0,0.0,1.11,24.6,0.0,0.0,2.9,0.0,0.913,2.1,375.6,HarvestPlus 2012,No additional notes for fats category,boiled,Rainy season,4605,0.42,Central,2020-05-18,v1.0-simulated-2025-11-12
UG2104,Mango,Mangoo,Fruits,100,116.3,0.87,0.0,8.0,4.43,57.0,0.0,0.45,151.3,0.0,0.0,5.0,54.8,0.005,2.9,952.0,UBOS market survey,No additional notes for fruits category,fried,Rainy season,1807,0.57,Eastern,2024-11-05,v1.0-simulated-2025-11-12
UG2105,Mango,Mangoo,Fruits,75,44.6,0.8,0.0,8.0,1.93,2.0,0.24,0.0,80.6,0.0,0.0,5.0,10.4,0.059,1.7,501.1,Estimated,Estimated value; requires verification from lab/FCT,steamed,Year-round,2415,0.53,Northern,2025-09-06,v1.0-simulated-2025-11-12
UG2106,Millet (dried),Oburo (millet),Staples,94,109.6,1.47,0.0,34.07,1.34,17.5,0.93,0.39,76.2,0.0,0.0,22.1,2.6,0.022,8.9,422.5,HarvestPlus 2012,No additional notes for staples category,dried,Dry season,1642,0.19,Western,2022-05-22,v1.0-simulated-2025-11-12
UG2107,Pineapple,Paineapul,Fruits,75,48.3,0.41,0.0,8.0,2.13,40.9,0.05,0.75,0.0,0.0,0.0,5.0,51.9,0.039,4.3,564.3,UBOS market survey,No additional notes for fruits category,boiled,Year-round,2559,0.22,Northern,2016-01-16,v1.0-simulated-2025-11-12
UG2108,Mukene (small dried fish),Mukene,Proteins,100,305.0,62.5,5.2,0.0,0.0,2200.0,18.5,4.8,45.0,22.0,8.5,12.0,0.0,1.2,320.0,340.0,FAO INFOODS/HarvestPlus,"Sun-dried, eaten whole with bones",roasted,Dry season,200,0.3,Central,2024-04-14,v1.0-simulated-2025-11-12
UG2109,Pawpaw (papaya),Pawpaw,Fruits,86,50.3,1.3,0.0,12.11,1.74,2.0,0.47,0.3,106.9,0.0,0.0,5.0,60.5,0.0,0.0,758.3,HarvestPlus 2012,No additional notes for fruits category,boiled,Rainy season,432,0.47,Eastern,2018-01-25,v1.0-simulated-2025-11-12
UG2110,Beans,Ebijanjaalo,Proteins,76,234.2,22.3,0.99,14.03,0.0,136.7,3.62,0.91,59.8,6.69,4.65,1.4,8.1,0.673,0.0,591.9,HarvestPlus 2012,No additional notes for proteins category,sun-dried,Rainy season,1058,0.59,Western,2021-09-11,v1.0-simulated-2025-11-12
UG2111,Nakati (eggplant) (dried),Nakati,Vegetables,87,22.1,1.67,0.49,1.14,3.89,5.0,0.0,0.27,51.0,0.0,0.0,45.7,27.5,0.0,29.7,389.0,FAO/INFOODS,No additional notes for vegetables category,dried,Rainy season,5303,0.4,National,2024-03-01,v1.0-simulated-2025-11-12
UG2112,Banana (ripe) (boiled),Muzukulu,Fruits,93,79.8,1.43,0.73,14.44,1.55,33.1,0.0,0.41,68.3,0.0,0.0,5.0,22.0,0.124,0.0,462.6,UBOS market survey,No additional notes for fruits category,boiled,Year-round,2288,0.46,Eastern,2025-07-12,v1.0-simulated-2025-11-12
UG2113,Mukene (small dried fish),Mukene,Proteins,100,305.0,62.5,5.2,0.0,0.0,2200.0,18.5,4.8,45.0,22.0,8.5,12.0,0.0,1.2,320.0,340.0,FAO INFOODS/HarvestPlus,"Sun-dried, eaten whole with bones",fried,Dry season,807,0.91,Western,2018-11-21,v1.0-simulated-2025-11-12
UG2114,Beans,Ebijanjaalo,Proteins,78,171.9,37.59,9.68,0.0,0.0,27.8,2.9,6.39,0.0,6.68,2.39,1.0,0.1,0.706,43.2,357.7,UBOS market survey,No additional notes for proteins category,raw,Harvest season,930,0.36,Central,2017-08-15,v1.0-simulated-2025-11-12
UG2115,Pineapple,Paineapul,Fruits,93,125.7,0.51,0.0,20.52,1.29,16.6,0.11,0.52,0.0,0.0,0.0,28.7,55.5,0.0,4.0,316.0,HarvestPlus 2012,No additional notes for fruits category,sun-dried,Harvest season,546,0.8,National,2017-10-05,v1.0-simulated-2025-11-12
UG2116,Nakati (eggplant) (raw),Nakati,Vegetables,73,90.4,2.59,0.5,13.86,4.02,61.5,4.07,0.57,0.0,0.0,0.0,49.6,27.0,0.008,35.3,438.0,HarvestPlus 2012,No additional notes for vegetables category,raw,Dry season,556,0.66,Eastern,2024-10-30,v1.0-simulated-2025-11-12
UG2117,Beans (raw),Ebijanjaalo,Proteins,80,226.0,28.07,8.43,0.5,0.0,159.4,0.5,4.0,0.0,0.0,0.0,35.9,3.7,0.0,93.8,340.3,Estimated,Estimated value; requires verification from lab/FCT,raw,Harvest season,1637,0.2,Northern,2016-04-06,v1.0-simulated-2025-11-12
UG2118,Pineapple,Paineapul,Fruits,93,93.4,0.51,0.52,14.15,0.77,29.0,0.34,0.4,72.2,0.0,0.0,5.4,56.1,0.029,0.0,539.3,FAO/INFOODS,No additional notes for fruits category,smoked,Year-round,644,0.33,Western,2020-07-10,v1.0-simulated-2025-11-12
UG2119,Mukene (small dried fish),Mukene,Proteins,100,305.0,62.5,5.2,0.0,0.0,2200.0,18.5,4.8,45.0,22.0,8.5,12.0,0.0,1.2,320.0,340.0,FAO INFOODS/HarvestPlus,"Sun-dried, eaten whole with bones",boiled,Dry season,364,0.47,National,2021-10-06,v1.0-simulated-2025-11-12
UG2120,Groundnut paste,Ebyensosso (groundnut paste),Fats,98,622.9,0.0,64.41,4.52,0.0,83.8,2.84,0.0,32.3,0.0,0.0,29.9,0.0,0.0,10.3,407.9,Estimated,Estimated value; requires verification from lab/FCT,fried,Rainy season,2239,0.46,Eastern,2023-05-28,v1.0-simulated-2025-11-12
UG2121,Nakati (eggplant),Nakati,Vegetables,64,50.0,2.39,0.37,7.93,0.5,16.9,6.2,0.16,471.0,0.0,0.0,23.2,18.9,0.0,22.5,331.9,FAO/INFOODS,No additional notes for vegetables category,roasted,Year-round,200,0.58,Central,2017-10-27,v1.0-simulated-2025-11-12
UG2122,Goat meat,Enjovu,Proteins,69,67.3,27.43,13.49,10.03,0.92,132.9,6.63,5.38,44.1,1.65,4.28,29.6,4.9,0.049,42.9,150.0,HarvestPlus 2012,No additional notes for proteins category,boiled,Rainy season,577,0.6,Western,2023-10-17,v1.0-simulated-2025-11-12
UG2123,Mango,Mangoo,Fruits,86,84.6,0.3,0.48,11.94,2.99,56.9,0.0,0.2,106.6,0.0,0.0,8.2,86.1,0.008,0.0,135.3,UBOS market survey,No additional notes for fruits category,roasted,Harvest season,2527,0.26,National,2020-01-13,v1.0-simulated-2025-11-12
UG2124,Sukuma wiki (collard greens) (boiled),Sukuma wiki,Vegetables,84,72.3,3.42,1.62,6.88,2.66,16.7,4.03,0.25,828.0,0.0,0.0,45.8,32.8,0.009,0.0,314.1,UBOS market survey,No additional notes for vegetables category,boiled,Harvest season,3657,0.3,Western,2018-06-13,v1.0-simulated-2025-11-12
UG2125,Posho (maize meal),Posho,Staples,100,97.0,6.43,2.09,32.42,3.62,16.0,1.03,1.01,61.1,0.0,0.0,9.8,4.2,0.031,11.3,571.0,HarvestPlus 2012,No additional notes for staples category,roasted,Harvest season,936,0.53,Central,2016-12-15,v1.0-simulated-2025-11-12
UG2126,Cassava,Kasava,Staples,77,101.2,1.94,2.63,23.02,3.51,25.9,0.3,0.0,36.6,0.0,0.0,23.1,0.2,0.133,0.0,445.9,HarvestPlus 2012,No additional notes for staples category,boiled,Year-round,239,0.81,Eastern,2024-01-18,v1.0-simulated-2025-11-12
UG2127,Beans,Ebijanjaalo,Proteins,81,143.9,22.91,2.77,9.71,0.55,6.4,0.5,2.93,34.8,3.01,4.27,22.0,12.5,1.016,121.9,367.5,Estimated,Estimated value; requires verification from lab/FCT,fried,Dry season,1084,0.64,Eastern,2018-10-24,v1.0-simulated-2025-11-12
UG2128,Jackfruit (dried),Jackfruit,Fruits,82,72.5,1.84,0.7,8.0,0.5,74.0,1.23,0.08,0.0,0.0,0.0,5.0,42.8,0.079,10.6,100.0,Estimated,Estimated value; requires verification from lab/FCT,dried,Rainy season,714,0.61,Northern,2018-11-24,v1.0-simulated-2025-11-12
UG2129,Millet,Oburo (millet),Staples,99,112.2,1.97,0.62,28.23,1.42,9.7,1.3,0.41,12.2,0.0,0.0,32.6,14.0,0.151,0.0,455.8,HarvestPlus 2012,No additional notes for staples category,roasted,Dry season,660,0.57,National,2022-01-30,v1.0-simulated-2025-11-12
UG2130,Groundnuts,Ebijanjaalo (groundnuts),Proteins,98,246.6,17.14,3.46,2.26,0.0,5.0,0.5,2.73,6.2,1.73,1.23,1.0,7.3,0.913,43.8,244.1,UBOS market survey,No additional notes for proteins category,steamed,Harvest season,476,0.81,National,2020-09-29,v1.0-simulated-2025-11-12
UG2131,Spinach,Spinach,Vegetables,80,43.7,3.48,0.43,3.64,4.1,5.0,1.93,0.12,536.8,0.0,0.0,6.6,12.7,0.052,39.8,332.8,UBOS market survey,No additional notes for vegetables category,smoked,Dry season,200,0.23,Central,2017-02-04,v1.0-simulated-2025-11-12
UG2132,Eggs,Amagi,Proteins,80,292.2,52.79,14.44,6.47,0.0,5.0,5.92,6.8,0.0,0.57,0.0,9.3,0.0,0.0,16.3,360.8,HarvestPlus 2012,No additional notes for proteins category,sun-dried,Rainy season,1448,0.55,Central,2023-04-26,v1.0-simulated-2025-11-12
UG2133,Groundnut paste,Ebyensosso (groundnut paste),Fats,85,599.8,0.0,44.89,20.39,0.0,2.0,2.51,2.68,54.7,0.0,0.0,36.0,0.0,0.0,9.1,523.3,HarvestPlus 2012,No additional notes for fats category,sun-dried,Dry season,4758,0.47,Eastern,2016-01-26,v1.0-simulated-2025-11-12
UG2134,Chicken (meat),Enkoko,Proteins,92,248.8,34.88,0.5,4.32,0.0,288.3,10.07,3.75,6.4,2.87,0.0,15.9,0.0,0.583,123.1,150.0,Estimated,Estimated value; requires verification from lab/FCT,sun-dried,Year-round,2299,0.86,National,2023-10-26,v1.0-simulated-2025-11-12
UG2135,Goat meat,Enjovu,Proteins,98,122.7,21.44,6.86,6.36,0.0,5.0,3.5,4.34,51.5,1.53,8.27,72.7,9.0,0.0,169.0,150.0,FAO/INFOODS,No additional notes for proteins category,boiled,Rainy season,1834,0.25,Central,2023-08-21,v1.0-simulated-2025-11-12
UG2136,Mango,Mangoo,Fruits,84,27.0,1.78,0.24,16.26,2.99,42.1,1.16,0.34,0.0,0.0,0.0,14.2,72.2,0.0,0.0,458.2,FAO/INFOODS,No additional notes for fruits category,sun-dried,Year-round,513,0.54,National,2021-10-18,v1.0-simulated-2025-11-12
UG2137,Spinach,Spinach,Vegetables,81,40.1,2.2,1.19,14.58,2.6,141.7,0.89,0.26,469.2,0.0,0.0,10.5,44.8,0.024,0.0,200.0,FAO/INFOODS,No additional notes for vegetables category,steamed,Rainy season,2626,0.19,Central,2018-03-27,v1.0-simulated-2025-11-12
UG2138,Posho (maize meal),Posho,Staples,91,126.1,2.96,1.78,10.63,1.92,4.9,0.71,0.03,0.0,0.0,0.0,8.2,28.6,0.047,11.6,464.1,FAO/INFOODS,No additional notes for staples category,smoked,Rainy season,2815,0.73,National,2019-01-10,v1.0-simulated-2025-11-12
UG2139,Groundnuts (steamed),Ebijanjaalo (groundnuts),Proteins,83,88.4,10.35,0.5,6.28,0.0,38.9,8.66,1.19,0.0,0.14,2.44,25.5,1.6,0.0,3.4,487.9,HarvestPlus 2012,No additional notes for proteins category,steamed,Harvest season,2363,0.35,Western,2021-06-29,v1.0-simulated-2025-11-12
UG2140,Palm oil,Olivi ya palmo,Fats,66,550.8,0.0,59.41,12.22,0.0,23.4,5.27,0.0,53.5,0.0,0.0,10.5,0.0,0.042,0.6,545.9,Estimated,Estimated value; requires verification from lab/FCT,fried,Dry season,4497,0.66,Eastern,2017-10-09,v1.0-simulated-2025-11-12
UG2141,Groundnut paste,Ebyensosso (groundnut paste),Fats,76,657.8,0.0,58.86,10.21,0.0,2.0,0.0,3.2,43.6,0.0,0.0,19.9,0.0,0.685,5.1,480.3,HarvestPlus 2012,No additional notes for fats category,steamed,Dry season,2849,0.76,Eastern,2017-08-21,v1.0-simulated-2025-11-12
UG2142,Dodo (amaranth),Dodo,Vegetables,77,40.2,1.34,0.54,4.03,2.66,60.7,0.0,1.03,371.1,0.0,0.0,9.2,14.8,0.125,18.3,237.7,HarvestPlus 2012,No additional notes for vegetables category,smoked,Harvest season,2937,0.68,Eastern,2024-04-02,v1.0-simulated-2025-11-12
UG2143,Groundnuts,Ebijanjaalo (groundnuts),Proteins,83,136.8,11.77,5.97,9.39,3.07,18.0,5.4,0.64,54.9,1.48,0.0,15.9,0.0,0.0,26.0,557.4,FAO/INFOODS,No additional notes for proteins category,fried,Rainy season,3062,0.35,Northern,2021-06-24,v1.0-simulated-2025-11-12
UG2144,Nakati (eggplant) (steamed),Nakati,Vegetables,87,14.4,2.61,0.96,10.55,1.48,49.4,0.51,0.41,0.0,0.0,0.0,18.2,5.0,0.0,2.4,524.5,HarvestPlus 2012,No additional notes for vegetables category,steamed,Rainy season,245,0.08,Western,2024-04-15,v1.0-simulated-2025-11-12
UG2145,Passion fruit,Passion,Fruits,97,13.3,1.82,0.58,13.8,2.87,20.4,0.14,0.53,177.8,0.0,0.0,5.0,34.5,0.024,5.3,138.2,FAO/INFOODS,No additional notes for fruits category,boiled,Harvest season,612,0.72,Eastern,2018-04-29,v1.0-simulated-2025-11-12
UG2146,Sweet potato,Emikajjo (sweet potato),Staples,82,138.7,1.38,0.42,24.93,3.37,12.6,1.76,0.86,0.0,0.0,0.0,5.0,7.2,0.114,0.0,502.2,HarvestPlus 2012,No additional notes for staples category,roasted,Year-round,4634,0.66,National,2022-05-17,v1.0-simulated-2025-11-12
UG2147,Spinach (roasted),Spinach,Vegetables,80,29.4,2.54,0.55,5.04,3.61,101.5,0.84,0.0,0.0,0.0,0.0,44.0,29.9,0.094,47.3,496.6,Estimated,Estimated value; requires verification from lab/FCT,roasted,Rainy season,909,0.32,Northern,2022-07-07,v1.0-simulated-2025-11-12
UG2148,Jackfruit,Jackfruit,Fruits,83,52.9,0.3,0.51,8.0,2.98,2.0,1.65,0.47,82.9,0.0,0.0,5.0,5.0,0.0,0.0,665.4,Estimated,Estimated value; requires verification from lab/FCT,boiled,Year-round,1013,0.45,Western,2016-01-19,v1.0-simulated-2025-11-12
UG2149,Matooke (green banana),Matooke,Staples,65,122.0,1.3,0.4,28.8,2.6,8.0,0.6,0.2,56.0,0.0,0.0,22.0,18.0,0.1,1.0,499.0,HarvestPlus 2012,Steamed preparation assumed,fried,Dry season,200,0.76,Central,2018-11-01,v1.0-simulated-2025-11-12
UG2150,Goat meat (boiled),Enjovu,Proteins,65,315.3,39.43,4.35,13.46,1.18,5.0,0.5,1.47,40.6,5.58,0.65,1.0,6.9,1.177,86.0,635.8,Estimated,Estimated value; requires verification from lab/FCT,boiled,Dry season,614,0.35,Eastern,2020-01-01,v1.0-simulated-2025-11-12
UG2151,Posho (maize meal),Posho,Staples,100,89.9,3.82,1.3,21.19,3.83,20.9,1.15,1.1,69.2,0.0,0.0,10.3,0.0,0.055,13.1,441.6,UBOS market survey,No additional notes for staples category,boiled,Harvest season,1102,0.29,Northern,2021-02-18,v1.0-simulated-2025-11-12
UG2152,Matooke (green banana),Matooke,Staples,65,122.0,1.3,0.4,28.8,2.6,8.0,0.6,0.2,56.0,0.0,0.0,22.0,18.0,0.1,1.0,499.0,HarvestPlus 2012,Steamed preparation assumed,smoked,Dry season,430,0.1,Western,2023-01-16,v1.0-simulated-2025-11-12
UG2153,Sukuma wiki (collard greens),Sukuma wiki,Vegetables,96,42.7,1.4,0.12,9.47,2.13,46.0,1.84,0.0,131.5,0.0,0.0,21.3,5.0,0.0,8.0,586.0,Estimated,Estimated value; requires verification from lab/FCT,roasted,Dry season,200,0.69,Western,2024-12-06,v1.0-simulated-2025-11-12
UG2154,Posho (maize meal),Posho,Staples,90,77.5,0.5,0.55,38.18,5.41,23.5,0.0,0.0,0.0,0.0,0.0,16.6,3.3,0.081,0.0,481.2,Estimated,Estimated value; requires verification from lab/FCT,boiled,Harvest season,3966,0.22,Eastern,2019-03-27,v1.0-simulated-2025-11-12
UG2155,Mukene (small dried fish),Mukene,Proteins,100,305.0,62.5,5.2,0.0,0.0,2200.0,18.5,4.8,45.0,22.0,8.5,12.0,0.0,1.2,320.0,340.0,FAO INFOODS/HarvestPlus,"Sun-dried, eaten whole with bones",raw,Harvest season,2518,0.27,National,2019-01-23,v1.0-simulated-2025-11-12
UG2156,Pineapple,Paineapul,Fruits,65,55.8,0.41,0.58,23.0,1.79,43.2,1.95,0.18,19.6,0.0,0.0,19.4,42.2,0.06,7.3,415.9,Estimated,Estimated value; requires verification from lab/FCT,raw,Year-round,200,0.75,National,2016-06-18,v1.0-simulated-2025-11-12
UG2157,Passion fruit,Passion,Fruits,81,53.7,0.88,0.8,8.0,2.01,23.7,0.19,0.3,72.2,0.0,0.0,7.6,62.1,0.037,8.9,336.7,HarvestPlus 2012,No additional notes for fruits category,raw,Rainy season,1687,0.71,Western,2019-05-11,v1.0-simulated-2025-11-12
UG2158,Tomatoes,Tomati,Vegetables,83,25.0,2.37,0.04,1.0,1.48,47.7,1.86,0.03,868.6,0.0,0.0,67.9,11.9,0.079,35.9,526.5,Estimated,Estimated value; requires verification from lab/FCT,smoked,Harvest season,719,0.55,Central,2021-12-20,v1.0-simulated-2025-11-12
UG2159,Cabbage (dried),Cabbage,Vegetables,96,34.7,2.12,0.17,12.77,0.5,11.2,1.16,0.41,484.4,0.0,0.0,61.0,57.3,0.074,0.0,200.0,HarvestPlus 2012,No additional notes for vegetables category,dried,Harvest season,3623,0.83,Northern,2018-05-12,v1.0-simulated-2025-11-12
UG2160,Sesame seeds,Sesame,Fats,76,577.9,0.0,44.05,20.37,0.0,2.0,0.0,2.97,9.1,0.0,0.0,25.3,0.0,1.083,0.6,551.5,FAO/INFOODS,No additional notes for fats category,raw,Dry season,662,0.91,Central,2022-08-02,v1.0-simulated-2025-11-12
UG2161,Groundnut paste,Ebyensosso (groundnut paste),Fats,98,573.5,0.0,61.12,4.66,0.0,39.2,2.13,0.0,113.1,0.0,0.0,0.0,0.0,0.233,3.0,88.0,Estimated,Estimated value; requires verification from lab/FCT,smoked,Dry season,889,0.25,Western,2016-09-07,v1.0-simulated-2025-11-12
UG2162,Sukuma wiki (collard greens),Sukuma wiki,Vegetables,73,54.2,4.45,0.39,5.85,1.98,11.8,2.08,0.8,188.8,0.0,0.0,66.4,45.6,0.095,13.7,414.0,FAO/INFOODS,No additional notes for vegetables category,steamed,Harvest season,3477,0.57,Central,2022-03-23,v1.0-simulated-2025-11-12
UG2163,Eggs,Amagi,Proteins,87,0.0,8.26,9.32,0.0,0.0,164.4,7.75,3.04,0.0,0.0,0.0,9.0,0.0,1.234,4.2,272.1,UBOS market survey,No additional notes for proteins category,smoked,Rainy season,4050,0.37,Eastern,2019-08-08,v1.0-simulated-2025-11-12
UG2164,Jackfruit (fried),Jackfruit,Fruits,76,120.8,0.9,0.8,9.03,1.07,40.7,0.0,0.36,82.0,0.0,0.0,5.0,25.8,0.025,2.2,488.0,UBOS market survey,No additional notes for fruits category,fried,Harvest season,6046,0.48,Western,2017-02-08,v1.0-simulated-2025-11-12
UG2165,Pineapple,Paineapul,Fruits,91,31.6,1.42,0.0,8.0,1.06,26.8,0.68,0.56,62.3,0.0,0.0,15.3,54.2,0.027,0.9,313.9,HarvestPlus 2012,No additional notes for fruits category,steamed,Dry season,2792,0.24,National,2019-10-30,v1.0-simulated-2025-11-12
UG2166,Pawpaw (papaya) (steamed),Pawpaw,Fruits,81,72.2,0.3,0.72,28.71,0.97,2.0,0.42,0.34,34.0,0.0,0.0,37.7,34.1,0.05,0.0,104.5,UBOS market survey,No additional notes for fruits category,steamed,Year-round,200,0.66,Central,2018-09-10,v1.0-simulated-2025-11-12
UG2167,Goat meat (dried),Enjovu,Proteins,79,177.1,25.05,15.62,0.0,1.86,57.9,6.78,0.66,43.7,2.02,0.0,34.8,4.4,0.567,0.0,843.0,FAO/INFOODS,No additional notes for proteins category,dried,Harvest season,2484,0.84,Eastern,2022-11-23,v1.0-simulated-2025-11-12
UG2168,Pineapple,Paineapul,Fruits,80,56.3,1.04,0.05,13.12,0.89,56.1,0.0,0.24,0.0,0.0,0.0,5.0,5.0,0.016,1.9,128.7,UBOS market survey,No additional notes for fruits category,steamed,Harvest season,513,0.14,Western,2017-05-26,v1.0-simulated-2025-11-12
UG2169,Cassava,Kasava,Staples,94,139.1,4.08,1.41,37.1,2.14,22.8,1.37,1.14,10.7,0.0,0.0,33.8,9.1,0.008,1.6,100.0,UBOS market survey,No additional notes for staples category,raw,Year-round,2999,0.7,Eastern,2019-05-04,v1.0-simulated-2025-11-12
UG2170,Goat meat (fried),Enjovu,Proteins,83,87.1,34.88,5.52,2.39,1.61,200.6,2.48,1.96,40.5,0.0,3.25,3.5,0.0,0.0,117.7,621.0,UBOS market survey,No additional notes for proteins category,fried,Rainy season,2669,0.43,Northern,2018-12-05,v1.0-simulated-2025-11-12
UG2171,Nakati (eggplant),Nakati,Vegetables,81,43.3,3.44,0.0,7.51,2.79,93.1,2.06,0.35,0.0,0.0,0.0,79.7,5.0,0.076,9.6,409.6,HarvestPlus 2012,No additional notes for vegetables category,raw,Harvest season,1916,0.63,Western,2024-03-24,v1.0-simulated-2025-11-12
